s_no,time,factory_id,cod,bod,ph,tss
103,2026-02-01 01:42,FACTORY_B,,,,
104,2026-02-01 01:43,FACTORY_B,,,,
105,2026-02-01 01:44,FACTORY_B,125.26,46.61,7.32,79.56
106,2026-02-01 01:45,FACTORY_B,,,,
107,2026-02-01 01:46,FACTORY_B,,,,
108,2026-02-01 01:47,FACTORY_B,126.12,44.95,7.12,89.23
109,2026-02-01 01:48,FACTORY_B,,,,
110,2026-02-01 01:49,FACTORY_B,,,,
111,2026-02-01 01:50,FACTORY_B,118.33,45.59,7.22,89.07
112,2026-02-01 01:51,FACTORY_B,,,,
113,2026-02-01 01:52,FACTORY_B,,,,
114,2026-02-01 01:53,FACTORY_B,119.94,44.47,7.19,81.64
115,2026-02-01 01:54,FACTORY_B,,,,
116,2026-02-01 01:55,FACTORY_B,,,,
117,2026-02-01 01:56,FACTORY_B,122.50,44.70,7.13,77.70
118,2026-02-01 01:57,FACTORY_B,,,,
119,2026-02-01 01:58,FACTORY_B,,,,
120,2026-02-01 01:59,FACTORY_B,123.94,46.50,7.17,83.72
121,2026-02-01 02:00,FACTORY_B,,,,
122,2026-02-01 02:01,FACTORY_B,,,,
123,2026-02-01 02:02,FACTORY_B,121.01,47.55,7.26,73.89
124,2026-02-01 02:03,FACTORY_B,,,,
125,2026-02-01 02:04,FACTORY_B,,,,
126,2026-02-01 02:05,FACTORY_B,127.08,46.02,7.28,82.07
127,2026-02-01 02:06,FACTORY_B,,,,
128,2026-02-01 02:07,FACTORY_B,,,,
129,2026-02-01 02:08,FACTORY_B,124.01,44.38,7.19,76.47
130,2026-02-01 02:09,FACTORY_B,,,,
131,2026-02-01 02:10,FACTORY_B,,,,
132,2026-02-01 02:11,FACTORY_B,117.41,44.72,7.17,81.34
133,2026-02-01 02:12,FACTORY_B,,,,
134,2026-02-01 02:13,FACTORY_B,,,,
135,2026-02-01 02:14,FACTORY_B,122.56,44.65,7.17,77.43
136,2026-02-01 02:15,FACTORY_B,,,,
137,2026-02-01 02:16,FACTORY_B,,,,
138,2026-02-01 02:17,FACTORY_B,118.79,41.83,7.30,79.71
139,2026-02-01 02:18,FACTORY_B,,,,
140,2026-02-01 02:19,FACTORY_B,,,,
141,2026-02-01 02:20,FACTORY_B,119.95,46.53,7.24,80.40
142,2026-02-01 02:21,FACTORY_B,,,,
143,2026-02-01 02:22,FACTORY_B,,,,
144,2026-02-01 02:23,FACTORY_B,123.94,45.92,7.23,84.57
145,2026-02-01 02:24,FACTORY_B,,,,
146,2026-02-01 02:25,FACTORY_B,,,,
147,2026-02-01 02:26,FACTORY_B,121.65,42.86,7.19,84.08
148,2026-02-01 02:27,FACTORY_B,,,,
149,2026-02-01 02:28,FACTORY_B,,,,
150,2026-02-01 02:29,FACTORY_B,121.58,45.76,7.13,88.04
151,2026-02-01 02:30,FACTORY_B,,,,
152,2026-02-01 02:31,FACTORY_B,,,,
153,2026-02-01 02:32,FACTORY_B,118.87,44.94,7.20,81.81
154,2026-02-01 02:33,FACTORY_B,,,,
155,2026-02-01 02:34,FACTORY_B,,,,
156,2026-02-01 02:35,FACTORY_B,121.92,45.97,7.18,81.47
157,2026-02-01 02:36,FACTORY_B,,,,
158,2026-02-01 02:37,FACTORY_B,,,,
159,2026-02-01 02:38,FACTORY_B,121.36,44.33,7.24,80.15
160,2026-02-01 02:39,FACTORY_B,,,,
161,2026-02-01 02:40,FACTORY_B,,,,
162,2026-02-01 02:41,FACTORY_B,120.83,44.04,7.18,79.78
163,2026-02-01 02:42,FACTORY_B,,,,
164,2026-02-01 02:43,FACTORY_B,,,,
165,2026-02-01 02:44,FACTORY_B,118.69,44.38,7.11,83.54
166,2026-02-01 02:45,FACTORY_B,,,,
167,2026-02-01 02:46,FACTORY_B,,,,
168,2026-02-01 02:47,FACTORY_B,128.48,45.08,7.27,70.83
169,2026-02-01 02:48,FACTORY_B,,,,
170,2026-02-01 02:49,FACTORY_B,,,,
171,2026-02-01 02:50,FACTORY_B,122.28,47.99,7.20,79.64
172,2026-02-01 02:51,FACTORY_B,,,,
173,2026-02-01 02:52,FACTORY_B,,,,
174,2026-02-01 02:53,FACTORY_B,121.50,42.96,7.25,81.79
175,2026-02-01 02:54,FACTORY_B,,,,
176,2026-02-01 02:55,FACTORY_B,,,,
177,2026-02-01 02:56,FACTORY_B,120.85,44.41,7.19,77.23
178,2026-02-01 02:57,FACTORY_B,,,,
179,2026-02-01 02:58,FACTORY_B,,,,
180,2026-02-01 02:59,FACTORY_B,116.46,43.76,7.14,68.41
181,2026-02-01 03:00,FACTORY_B,,,,
182,2026-02-01 03:01,FACTORY_B,,,,
183,2026-02-01 03:02,FACTORY_B,116.60,44.22,7.23,79.14
184,2026-02-01 03:03,FACTORY_B,,,,
185,2026-02-01 03:04,FACTORY_B,,,,
186,2026-02-01 03:05,FACTORY_B,119.17,46.24,7.25,77.23
187,2026-02-01 03:06,FACTORY_B,,,,
188,2026-02-01 03:07,FACTORY_B,,,,
189,2026-02-01 03:08,FACTORY_B,119.24,47.03,7.18,78.92
190,2026-02-01 03:09,FACTORY_B,,,,
191,2026-02-01 03:10,FACTORY_B,,,,
192,2026-02-01 03:11,FACTORY_B,121.39,46.03,7.20,74.71
193,2026-02-01 03:12,FACTORY_B,,,,
194,2026-02-01 03:13,FACTORY_B,,,,
195,2026-02-01 03:14,FACTORY_B,118.94,46.39,7.20,76.81
196,2026-02-01 03:15,FACTORY_B,,,,
197,2026-02-01 03:16,FACTORY_B,,,,
198,2026-02-01 03:17,FACTORY_B,121.32,44.03,7.14,71.74
199,2026-02-01 03:18,FACTORY_B,,,,
200,2026-02-01 03:19,FACTORY_B,,,,
201,2026-02-01 03:20,FACTORY_B,125.05,43.75,7.18,76.93
202,2026-02-01 03:21,FACTORY_B,,,,
203,2026-02-01 03:22,FACTORY_B,,,,
204,2026-02-01 03:23,FACTORY_B,123.60,45.25,7.22,77.48
205,2026-02-01 03:24,FACTORY_B,,,,
206,2026-02-01 03:25,FACTORY_B,,,,
207,2026-02-01 03:26,FACTORY_B,117.90,44.71,7.22,74.95
208,2026-02-01 03:27,FACTORY_B,,,,
209,2026-02-01 03:28,FACTORY_B,,,,
210,2026-02-01 03:29,FACTORY_B,123.39,42.70,7.23,76.15
211,2026-02-01 03:30,FACTORY_B,,,,
212,2026-02-01 03:31,FACTORY_B,,,,
213,2026-02-01 03:32,FACTORY_B,117.58,45.74,7.15,80.93
214,2026-02-01 03:33,FACTORY_B,,,,
215,2026-02-01 03:34,FACTORY_B,,,,
216,2026-02-01 03:35,FACTORY_B,119.44,46.31,7.18,92.54
217,2026-02-01 03:36,FACTORY_B,,,,
218,2026-02-01 03:37,FACTORY_B,,,,
219,2026-02-01 03:38,FACTORY_B,126.67,46.19,7.17,81.83
220,2026-02-01 03:39,FACTORY_B,,,,
221,2026-02-01 03:40,FACTORY_B,,,,
222,2026-02-01 03:41,FACTORY_B,117.98,46.04,7.22,88.47
223,2026-02-01 03:42,FACTORY_B,,,,
224,2026-02-01 03:43,FACTORY_B,,,,
225,2026-02-01 03:44,FACTORY_B,122.65,46.57,7.23,88.33
226,2026-02-01 03:45,FACTORY_B,,,,
227,2026-02-01 03:46,FACTORY_B,,,,
228,2026-02-01 03:47,FACTORY_B,121.01,44.66,7.23,71.50
229,2026-02-01 03:48,FACTORY_B,,,,
230,2026-02-01 03:49,FACTORY_B,,,,
231,2026-02-01 03:50,FACTORY_B,120.99,46.75,7.14,80.84
232,2026-02-01 03:51,FACTORY_B,,,,
233,2026-02-01 03:52,FACTORY_B,,,,
234,2026-02-01 03:53,FACTORY_B,119.75,44.58,7.25,78.18
235,2026-02-01 03:54,FACTORY_B,,,,
236,2026-02-01 03:55,FACTORY_B,,,,
237,2026-02-01 03:56,FACTORY_B,123.96,45.66,7.15,79.41
238,2026-02-01 03:57,FACTORY_B,,,,
239,2026-02-01 03:58,FACTORY_B,,,,
240,2026-02-01 03:59,FACTORY_B,126.61,44.00,7.20,77.83
241,2026-02-01 04:00,FACTORY_B,,,,
242,2026-02-01 04:01,FACTORY_B,,,,
243,2026-02-01 04:02,FACTORY_B,124.69,43.46,7.11,79.84
244,2026-02-01 04:03,FACTORY_B,,,,
245,2026-02-01 04:04,FACTORY_B,,,,
246,2026-02-01 04:05,FACTORY_B,121.36,45.34,7.18,83.78
247,2026-02-01 04:06,FACTORY_B,,,,
248,2026-02-01 04:07,FACTORY_B,,,,
249,2026-02-01 04:08,FACTORY_B,122.17,43.89,7.15,76.47
250,2026-02-01 04:09,FACTORY_B,,,,
251,2026-02-01 04:10,FACTORY_B,,,,
252,2026-02-01 04:11,FACTORY_B,118.09,45.86,7.15,88.01
253,2026-02-01 04:12,FACTORY_B,,,,
254,2026-02-01 04:13,FACTORY_B,,,,
255,2026-02-01 04:14,FACTORY_B,115.27,46.20,7.16,73.14
256,2026-02-01 04:15,FACTORY_B,,,,
257,2026-02-01 04:16,FACTORY_B,,,,
258,2026-02-01 04:17,FACTORY_B,117.90,47.61,7.19,81.32
259,2026-02-01 04:18,FACTORY_B,,,,
260,2026-02-01 04:19,FACTORY_B,,,,
261,2026-02-01 04:20,FACTORY_B,116.75,46.35,7.19,82.65
262,2026-02-01 04:21,FACTORY_B,,,,
263,2026-02-01 04:22,FACTORY_B,,,,
264,2026-02-01 04:23,FACTORY_B,121.09,45.19,7.17,88.29
265,2026-02-01 04:24,FACTORY_B,,,,
266,2026-02-01 04:25,FACTORY_B,,,,
267,2026-02-01 04:26,FACTORY_B,122.37,46.27,7.22,75.98
268,2026-02-01 04:27,FACTORY_B,,,,
269,2026-02-01 04:28,FACTORY_B,,,,
270,2026-02-01 04:29,FACTORY_B,120.82,44.81,7.17,78.43
271,2026-02-01 04:30,FACTORY_B,,,,
272,2026-02-01 04:31,FACTORY_B,,,,
273,2026-02-01 04:32,FACTORY_B,118.92,43.45,7.21,87.46
274,2026-02-01 04:33,FACTORY_B,,,,
275,2026-02-01 04:34,FACTORY_B,,,,
276,2026-02-01 04:35,FACTORY_B,122.02,46.00,7.20,82.25
277,2026-02-01 04:36,FACTORY_B,,,,
278,2026-02-01 04:37,FACTORY_B,,,,
279,2026-02-01 04:38,FACTORY_B,119.70,45.87,7.16,74.45
280,2026-02-01 04:39,FACTORY_B,,,,
281,2026-02-01 04:40,FACTORY_B,,,,
282,2026-02-01 04:41,FACTORY_B,119.80,44.70,7.15,76.46
283,2026-02-01 04:42,FACTORY_B,,,,
284,2026-02-01 04:43,FACTORY_B,,,,
285,2026-02-01 04:44,FACTORY_B,118.45,42.81,7.22,82.93
286,2026-02-01 04:45,FACTORY_B,,,,
287,2026-02-01 04:46,FACTORY_B,,,,
288,2026-02-01 04:47,FACTORY_B,117.52,42.96,7.14,75.13
289,2026-02-01 04:48,FACTORY_B,,,,
290,2026-02-01 04:49,FACTORY_B,,,,
291,2026-02-01 04:50,FACTORY_B,119.28,45.07,7.16,81.87
292,2026-02-01 04:51,FACTORY_B,,,,
293,2026-02-01 04:52,FACTORY_B,,,,
294,2026-02-01 04:53,FACTORY_B,116.31,45.30,7.15,72.19
295,2026-02-01 04:54,FACTORY_B,,,,
296,2026-02-01 04:55,FACTORY_B,,,,
297,2026-02-01 04:56,FACTORY_B,120.16,43.68,7.13,79.28
298,2026-02-01 04:57,FACTORY_B,,,,
299,2026-02-01 04:58,FACTORY_B,,,,
300,2026-02-01 04:59,FACTORY_B,125.75,43.24,7.22,84.81
301,2026-02-01 05:00,FACTORY_B,,,,
302,2026-02-01 05:01,FACTORY_B,,,,
303,2026-02-01 05:02,FACTORY_B,121.83,45.91,7.14,77.36
304,2026-02-01 05:03,FACTORY_B,,,,
305,2026-02-01 05:04,FACTORY_B,,,,
306,2026-02-01 05:05,FACTORY_B,122.00,45.72,7.24,80.90
307,2026-02-01 05:06,FACTORY_B,,,,
308,2026-02-01 05:07,FACTORY_B,,,,
309,2026-02-01 05:08,FACTORY_B,119.15,45.76,7.24,90.53
310,2026-02-01 05:09,FACTORY_B,,,,
311,2026-02-01 05:10,FACTORY_B,,,,
312,2026-02-01 05:11,FACTORY_B,116.95,45.47,7.18,79.02
313,2026-02-01 05:12,FACTORY_B,,,,
314,2026-02-01 05:13,FACTORY_B,,,,
315,2026-02-01 05:14,FACTORY_B,117.31,44.73,7.19,80.07
316,2026-02-01 05:15,FACTORY_B,,,,
317,2026-02-01 05:16,FACTORY_B,,,,
318,2026-02-01 05:17,FACTORY_B,114.72,45.40,7.19,82.65
319,2026-02-01 05:18,FACTORY_B,,,,
320,2026-02-01 05:19,FACTORY_B,,,,
321,2026-02-01 05:20,FACTORY_B,119.20,43.59,7.14,82.41
322,2026-02-01 05:21,FACTORY_B,,,,
323,2026-02-01 05:22,FACTORY_B,,,,
324,2026-02-01 05:23,FACTORY_B,117.52,44.04,7.20,86.02
325,2026-02-01 05:24,FACTORY_B,,,,
326,2026-02-01 05:25,FACTORY_B,,,,
327,2026-02-01 05:26,FACTORY_B,120.83,47.57,7.16,80.65
328,2026-02-01 05:27,FACTORY_B,,,,
329,2026-02-01 05:28,FACTORY_B,,,,
330,2026-02-01 05:29,FACTORY_B,117.79,45.03,7.20,83.51
331,2026-02-01 05:30,FACTORY_B,,,,
332,2026-02-01 05:31,FACTORY_B,,,,
333,2026-02-01 05:32,FACTORY_B,121.87,45.45,7.17,76.90
334,2026-02-01 05:33,FACTORY_B,,,,
335,2026-02-01 05:34,FACTORY_B,,,,
336,2026-02-01 05:35,FACTORY_B,123.53,45.29,7.16,84.75
337,2026-02-01 05:36,FACTORY_B,,,,
338,2026-02-01 05:37,FACTORY_B,,,,
339,2026-02-01 05:38,FACTORY_B,117.28,43.65,7.21,71.32
340,2026-02-01 05:39,FACTORY_B,,,,
341,2026-02-01 05:40,FACTORY_B,,,,
342,2026-02-01 05:41,FACTORY_B,117.80,45.58,7.25,82.86
343,2026-02-01 05:42,FACTORY_B,,,,
344,2026-02-01 05:43,FACTORY_B,,,,
345,2026-02-01 05:44,FACTORY_B,121.97,48.32,7.19,85.83
346,2026-02-01 05:45,FACTORY_B,,,,
347,2026-02-01 05:46,FACTORY_B,,,,
348,2026-02-01 05:47,FACTORY_B,124.24,46.89,7.16,82.33
349,2026-02-01 05:48,FACTORY_B,,,,
350,2026-02-01 05:49,FACTORY_B,,,,
351,2026-02-01 05:50,FACTORY_B,123.84,47.75,7.28,84.67
352,2026-02-01 05:51,FACTORY_B,,,,
353,2026-02-01 05:52,FACTORY_B,,,,
354,2026-02-01 05:53,FACTORY_B,112.56,44.44,7.19,86.87
355,2026-02-01 05:54,FACTORY_B,,,,
356,2026-02-01 05:55,FACTORY_B,,,,
357,2026-02-01 05:56,FACTORY_B,123.21,48.00,7.19,72.62
358,2026-02-01 05:57,FACTORY_B,,,,
359,2026-02-01 05:58,FACTORY_B,,,,
360,2026-02-01 05:59,FACTORY_B,121.59,46.76,7.22,79.20
361,2026-02-01 06:00,FACTORY_B,,,,
362,2026-02-01 06:01,FACTORY_B,,,,
363,2026-02-01 06:02,FACTORY_B,121.66,46.01,7.17,79.98
364,2026-02-01 06:03,FACTORY_B,,,,
365,2026-02-01 06:04,FACTORY_B,,,,
366,2026-02-01 06:05,FACTORY_B,118.61,45.56,7.25,87.18
367,2026-02-01 06:06,FACTORY_B,,,,
368,2026-02-01 06:07,FACTORY_B,,,,
369,2026-02-01 06:08,FACTORY_B,123.06,46.29,7.22,74.11
370,2026-02-01 06:09,FACTORY_B,,,,
371,2026-02-01 06:10,FACTORY_B,,,,
372,2026-02-01 06:11,FACTORY_B,118.48,43.58,7.17,75.23
373,2026-02-01 06:12,FACTORY_B,,,,
374,2026-02-01 06:13,FACTORY_B,,,,
375,2026-02-01 06:14,FACTORY_B,118.82,46.02,7.14,83.38
376,2026-02-01 06:15,FACTORY_B,,,,
377,2026-02-01 06:16,FACTORY_B,,,,
378,2026-02-01 06:17,FACTORY_B,120.16,45.34,7.26,85.83
379,2026-02-01 06:18,FACTORY_B,,,,
380,2026-02-01 06:19,FACTORY_B,,,,
381,2026-02-01 06:20,FACTORY_B,121.63,47.19,7.31,77.04
382,2026-02-01 06:21,FACTORY_B,,,,
383,2026-02-01 06:22,FACTORY_B,,,,
384,2026-02-01 06:23,FACTORY_B,113.61,44.46,7.15,84.75
385,2026-02-01 06:24,FACTORY_B,,,,
386,2026-02-01 06:25,FACTORY_B,,,,
387,2026-02-01 06:26,FACTORY_B,118.52,44.60,7.14,86.19
388,2026-02-01 06:27,FACTORY_B,,,,
389,2026-02-01 06:28,FACTORY_B,,,,
390,2026-02-01 06:29,FACTORY_B,122.27,43.51,7.24,79.27
391,2026-02-01 06:30,FACTORY_B,,,,
392,2026-02-01 06:31,FACTORY_B,,,,
393,2026-02-01 06:32,FACTORY_B,121.27,45.69,7.19,75.83
394,2026-02-01 06:33,FACTORY_B,,,,
395,2026-02-01 06:34,FACTORY_B,,,,
396,2026-02-01 06:35,FACTORY_B,118.34,44.51,7.24,78.17
397,2026-02-01 06:36,FACTORY_B,,,,
398,2026-02-01 06:37,FACTORY_B,,,,
399,2026-02-01 06:38,FACTORY_B,122.04,47.25,7.14,84.69
400,2026-02-01 06:39,FACTORY_B,,,,
401,2026-02-01 06:40,FACTORY_B,,,,
402,2026-02-01 06:41,FACTORY_B,120.32,47.30,7.15,80.35
403,2026-02-01 06:42,FACTORY_B,,,,
404,2026-02-01 06:43,FACTORY_B,,,,
405,2026-02-01 06:44,FACTORY_B,117.53,44.69,7.19,82.57
406,2026-02-01 06:45,FACTORY_B,,,,
407,2026-02-01 06:46,FACTORY_B,,,,
408,2026-02-01 06:47,FACTORY_B,114.38,44.87,7.24,78.31
409,2026-02-01 06:48,FACTORY_B,,,,
410,2026-02-01 06:49,FACTORY_B,,,,
411,2026-02-01 06:50,FACTORY_B,122.36,44.74,7.07,85.91
412,2026-02-01 06:51,FACTORY_B,,,,
413,2026-02-01 06:52,FACTORY_B,,,,
414,2026-02-01 06:53,FACTORY_B,123.39,44.17,7.13,90.18
415,2026-02-01 06:54,FACTORY_B,,,,
416,2026-02-01 06:55,FACTORY_B,,,,
417,2026-02-01 06:56,FACTORY_B,124.91,46.45,7.25,80.40
418,2026-02-01 06:57,FACTORY_B,,,,
419,2026-02-01 06:58,FACTORY_B,,,,
420,2026-02-01 06:59,FACTORY_B,124.61,42.92,7.21,82.45
421,2026-02-01 07:00,FACTORY_B,,,,
422,2026-02-01 07:01,FACTORY_B,,,,
423,2026-02-01 07:02,FACTORY_B,124.97,42.26,7.26,88.60
424,2026-02-01 07:03,FACTORY_B,,,,
425,2026-02-01 07:04,FACTORY_B,,,,
426,2026-02-01 07:05,FACTORY_B,116.40,43.21,7.23,80.95
427,2026-02-01 07:06,FACTORY_B,,,,
428,2026-02-01 07:07,FACTORY_B,,,,
429,2026-02-01 07:08,FACTORY_B,121.61,44.39,7.21,75.25
430,2026-02-01 07:09,FACTORY_B,,,,
431,2026-02-01 07:10,FACTORY_B,,,,
432,2026-02-01 07:11,FACTORY_B,118.18,44.89,7.17,78.24
433,2026-02-01 07:12,FACTORY_B,,,,
434,2026-02-01 07:13,FACTORY_B,,,,
435,2026-02-01 07:14,FACTORY_B,122.73,48.83,7.23,81.41
436,2026-02-01 07:15,FACTORY_B,,,,
437,2026-02-01 07:16,FACTORY_B,,,,
438,2026-02-01 07:17,FACTORY_B,118.10,45.59,7.18,82.05
439,2026-02-01 07:18,FACTORY_B,,,,
440,2026-02-01 07:19,FACTORY_B,,,,
441,2026-02-01 07:20,FACTORY_B,126.38,46.85,7.15,71.89
442,2026-02-01 07:21,FACTORY_B,,,,
443,2026-02-01 07:22,FACTORY_B,,,,
444,2026-02-01 07:23,FACTORY_B,117.35,45.17,7.16,81.03
445,2026-02-01 07:24,FACTORY_B,,,,
446,2026-02-01 07:25,FACTORY_B,,,,
447,2026-02-01 07:26,FACTORY_B,118.82,48.77,7.19,85.96
448,2026-02-01 07:27,FACTORY_B,,,,
449,2026-02-01 07:28,FACTORY_B,,,,
450,2026-02-01 07:29,FACTORY_B,118.74,43.76,7.25,78.93
451,2026-02-01 07:30,FACTORY_B,,,,
452,2026-02-01 07:31,FACTORY_B,,,,
453,2026-02-01 07:32,FACTORY_B,122.57,45.76,7.25,82.24
454,2026-02-01 07:33,FACTORY_B,,,,
455,2026-02-01 07:34,FACTORY_B,,,,
456,2026-02-01 07:35,FACTORY_B,119.51,45.43,7.22,78.06
457,2026-02-01 07:36,FACTORY_B,,,,
458,2026-02-01 07:37,FACTORY_B,,,,
459,2026-02-01 07:38,FACTORY_B,116.95,43.87,7.19,77.52
460,2026-02-01 07:39,FACTORY_B,,,,
461,2026-02-01 07:40,FACTORY_B,,,,
462,2026-02-01 07:41,FACTORY_B,123.23,45.16,7.20,82.19
463,2026-02-01 07:42,FACTORY_B,,,,
464,2026-02-01 07:43,FACTORY_B,,,,
465,2026-02-01 07:44,FACTORY_B,120.75,45.21,7.23,83.98
466,2026-02-01 07:45,FACTORY_B,,,,
467,2026-02-01 07:46,FACTORY_B,,,,
468,2026-02-01 07:47,FACTORY_B,117.53,45.38,7.20,82.87
469,2026-02-01 07:48,FACTORY_B,,,,
470,2026-02-01 07:49,FACTORY_B,,,,
471,2026-02-01 07:50,FACTORY_B,117.64,43.88,7.22,74.54
472,2026-02-01 07:51,FACTORY_B,,,,
473,2026-02-01 07:52,FACTORY_B,,,,
474,2026-02-01 07:53,FACTORY_B,118.00,43.23,7.29,88.97
475,2026-02-01 07:54,FACTORY_B,,,,
476,2026-02-01 07:55,FACTORY_B,,,,
477,2026-02-01 07:56,FACTORY_B,118.95,44.74,7.18,75.75
478,2026-02-01 07:57,FACTORY_B,,,,
479,2026-02-01 07:58,FACTORY_B,,,,
480,2026-02-01 07:59,FACTORY_B,122.34,41.89,7.20,72.86
481,2026-02-01 08:00,FACTORY_B,,,,
