s_no,time,factory_id,cod,bod,ph,tss
43,2026-02-01 00:42,FACTORY_D,,,,
44,2026-02-01 00:43,FACTORY_D,,,,
45,2026-02-01 00:44,FACTORY_D,115.99,47.67,7.27,80.52
46,2026-02-01 00:45,FACTORY_D,,,,
47,2026-02-01 00:46,FACTORY_D,,,,
48,2026-02-01 00:47,FACTORY_D,122.40,45.87,7.20,73.12
49,2026-02-01 00:48,FACTORY_D,,,,
50,2026-02-01 00:49,FACTORY_D,,,,
51,2026-02-01 00:50,FACTORY_D,120.53,45.63,7.22,73.99
52,2026-02-01 00:51,FACTORY_D,,,,
53,2026-02-01 00:52,FACTORY_D,,,,
54,2026-02-01 00:53,FACTORY_D,121.34,46.89,7.15,85.70
55,2026-02-01 00:54,FACTORY_D,,,,
56,2026-02-01 00:55,FACTORY_D,,,,
57,2026-02-01 00:56,FACTORY_D,123.28,44.76,7.19,76.55
58,2026-02-01 00:57,FACTORY_D,,,,
59,2026-02-01 00:58,FACTORY_D,,,,
60,2026-02-01 00:59,FACTORY_D,117.71,45.48,7.18,79.74
61,2026-02-01 01:00,FACTORY_D,,,,
62,2026-02-01 01:01,FACTORY_D,,,,
63,2026-02-01 01:02,FACTORY_D,115.67,46.81,7.07,79.14
64,2026-02-01 01:03,FACTORY_D,,,,
65,2026-02-01 01:04,FACTORY_D,,,,
66,2026-02-01 01:05,FACTORY_D,120.30,42.32,7.19,74.39
67,2026-02-01 01:06,FACTORY_D,,,,
68,2026-02-01 01:07,FACTORY_D,,,,
69,2026-02-01 01:08,FACTORY_D,119.85,46.64,7.16,78.17
70,2026-02-01 01:09,FACTORY_D,,,,
71,2026-02-01 01:10,FACTORY_D,,,,
72,2026-02-01 01:11,FACTORY_D,124.51,46.96,7.27,84.73
73,2026-02-01 01:12,FACTORY_D,,,,
74,2026-02-01 01:13,FACTORY_D,,,,
75,2026-02-01 01:14,FACTORY_D,119.43,44.20,7.20,77.55
76,2026-02-01 01:15,FACTORY_D,,,,
77,2026-02-01 01:16,FACTORY_D,,,,
78,2026-02-01 01:17,FACTORY_D,118.52,45.69,7.20,88.72
79,2026-02-01 01:18,FACTORY_D,,,,
80,2026-02-01 01:19,FACTORY_D,,,,
81,2026-02-01 01:20,FACTORY_D,122.64,44.21,7.22,83.45
82,2026-02-01 01:21,FACTORY_D,,,,
83,2026-02-01 01:22,FACTORY_D,,,,
84,2026-02-01 01:23,FACTORY_D,116.18,42.67,7.16,78.82
85,2026-02-01 01:24,FACTORY_D,,,,
86,2026-02-01 01:25,FACTORY_D,,,,
87,2026-02-01 01:26,FACTORY_D,117.98,45.04,7.23,74.61
88,2026-02-01 01:27,FACTORY_D,,,,
89,2026-02-01 01:28,FACTORY_D,,,,
90,2026-02-01 01:29,FACTORY_D,124.75,46.12,7.09,69.05
91,2026-02-01 01:30,FACTORY_D,,,,
92,2026-02-01 01:31,FACTORY_D,,,,
93,2026-02-01 01:32,FACTORY_D,122.51,44.41,7.23,76.40
94,2026-02-01 01:33,FACTORY_D,,,,
95,2026-02-01 01:34,FACTORY_D,,,,
96,2026-02-01 01:35,FACTORY_D,116.90,46.15,7.26,80.54
97,2026-02-01 01:36,FACTORY_D,,,,
98,2026-02-01 01:37,FACTORY_D,,,,
99,2026-02-01 01:38,FACTORY_D,117.71,45.49,7.20,79.94
100,2026-02-01 01:39,FACTORY_D,,,,
101,2026-02-01 01:40,FACTORY_D,,,,
102,2026-02-01 01:41,FACTORY_D,121.41,46.92,7.16,77.57
103,2026-02-01 01:42,FACTORY_D,,,,
104,2026-02-01 01:43,FACTORY_D,,,,
105,2026-02-01 01:44,FACTORY_D,119.01,45.10,7.12,81.81
106,2026-02-01 01:45,FACTORY_D,,,,
107,2026-02-01 01:46,FACTORY_D,,,,
108,2026-02-01 01:47,FACTORY_D,117.69,43.33,7.26,69.02
109,2026-02-01 01:48,FACTORY_D,,,,
110,2026-02-01 01:49,FACTORY_D,,,,
111,2026-02-01 01:50,FACTORY_D,119.97,45.49,7.14,78.10
112,2026-02-01 01:51,FACTORY_D,,,,
113,2026-02-01 01:52,FACTORY_D,,,,
114,2026-02-01 01:53,FACTORY_D,125.45,46.73,7.21,80.04
115,2026-02-01 01:54,FACTORY_D,,,,
116,2026-02-01 01:55,FACTORY_D,,,,
117,2026-02-01 01:56,FACTORY_D,118.24,44.34,7.16,81.06
118,2026-02-01 01:57,FACTORY_D,,,,
119,2026-02-01 01:58,FACTORY_D,,,,
120,2026-02-01 01:59,FACTORY_D,124.40,45.00,7.26,78.93
121,2026-02-01 02:00,FACTORY_D,,,,
122,2026-02-01 02:01,FACTORY_D,,,,
123,2026-02-01 02:02,FACTORY_D,119.64,46.54,7.27,85.61
124,2026-02-01 02:03,FACTORY_D,,,,
125,2026-02-01 02:04,FACTORY_D,,,,
126,2026-02-01 02:05,FACTORY_D,123.59,45.24,7.29,74.20
127,2026-02-01 02:06,FACTORY_D,,,,
128,2026-02-01 02:07,FACTORY_D,,,,
129,2026-02-01 02:08,FACTORY_D,113.34,46.25,7.27,85.86
130,2026-02-01 02:09,FACTORY_D,,,,
131,2026-02-01 02:10,FACTORY_D,,,,
132,2026-02-01 02:11,FACTORY_D,119.84,44.27,7.24,80.70
133,2026-02-01 02:12,FACTORY_D,,,,
134,2026-02-01 02:13,FACTORY_D,,,,
135,2026-02-01 02:14,FACTORY_D,119.12,47.54,7.18,74.26
136,2026-02-01 02:15,FACTORY_D,,,,
137,2026-02-01 02:16,FACTORY_D,,,,
138,2026-02-01 02:17,FACTORY_D,120.51,44.58,7.29,79.03
139,2026-02-01 02:18,FACTORY_D,,,,
140,2026-02-01 02:19,FACTORY_D,,,,
141,2026-02-01 02:20,FACTORY_D,123.82,45.55,7.24,88.53
142,2026-02-01 02:21,FACTORY_D,,,,
143,2026-02-01 02:22,FACTORY_D,,,,
144,2026-02-01 02:23,FACTORY_D,124.15,41.87,7.23,78.47
145,2026-02-01 02:24,FACTORY_D,,,,
146,2026-02-01 02:25,FACTORY_D,,,,
147,2026-02-01 02:26,FACTORY_D,117.49,45.47,7.21,78.11
148,2026-02-01 02:27,FACTORY_D,,,,
149,2026-02-01 02:28,FACTORY_D,,,,
150,2026-02-01 02:29,FACTORY_D,121.04,41.82,7.22,79.22
151,2026-02-01 02:30,FACTORY_D,,,,
152,2026-02-01 02:31,FACTORY_D,,,,
153,2026-02-01 02:32,FACTORY_D,122.32,45.10,7.15,82.87
154,2026-02-01 02:33,FACTORY_D,,,,
155,2026-02-01 02:34,FACTORY_D,,,,
156,2026-02-01 02:35,FACTORY_D,115.84,47.06,7.21,79.62
157,2026-02-01 02:36,FACTORY_D,,,,
158,2026-02-01 02:37,FACTORY_D,,,,
159,2026-02-01 02:38,FACTORY_D,119.31,46.85,7.17,75.57
160,2026-02-01 02:39,FACTORY_D,,,,
161,2026-02-01 02:40,FACTORY_D,,,,
162,2026-02-01 02:41,FACTORY_D,121.64,45.32,7.13,77.36
163,2026-02-01 02:42,FACTORY_D,,,,
164,2026-02-01 02:43,FACTORY_D,,,,
165,2026-02-01 02:44,FACTORY_D,124.71,42.17,7.23,84.93
166,2026-02-01 02:45,FACTORY_D,,,,
167,2026-02-01 02:46,FACTORY_D,,,,
168,2026-02-01 02:47,FACTORY_D,119.93,46.59,7.17,79.16
169,2026-02-01 02:48,FACTORY_D,,,,
170,2026-02-01 02:49,FACTORY_D,,,,
171,2026-02-01 02:50,FACTORY_D,123.51,46.39,7.19,78.57
172,2026-02-01 02:51,FACTORY_D,,,,
173,2026-02-01 02:52,FACTORY_D,,,,
174,2026-02-01 02:53,FACTORY_D,119.69,44.33,7.27,78.85
175,2026-02-01 02:54,FACTORY_D,,,,
176,2026-02-01 02:55,FACTORY_D,,,,
177,2026-02-01 02:56,FACTORY_D,120.02,46.84,7.14,74.54
178,2026-02-01 02:57,FACTORY_D,,,,
179,2026-02-01 02:58,FACTORY_D,,,,
180,2026-02-01 02:59,FACTORY_D,120.56,42.96,7.21,81.11
181,2026-02-01 03:00,FACTORY_D,,,,
182,2026-02-01 03:01,FACTORY_D,,,,
183,2026-02-01 03:02,FACTORY_D,120.30,43.75,7.28,83.71
184,2026-02-01 03:03,FACTORY_D,,,,
185,2026-02-01 03:04,FACTORY_D,,,,
186,2026-02-01 03:05,FACTORY_D,115.97,44.77,7.22,85.31
187,2026-02-01 03:06,FACTORY_D,,,,
188,2026-02-01 03:07,FACTORY_D,,,,
189,2026-02-01 03:08,FACTORY_D,122.84,42.57,7.24,77.70
190,2026-02-01 03:09,FACTORY_D,,,,
191,2026-02-01 03:10,FACTORY_D,,,,
192,2026-02-01 03:11,FACTORY_D,118.09,44.00,7.16,73.94
193,2026-02-01 03:12,FACTORY_D,,,,
194,2026-02-01 03:13,FACTORY_D,,,,
195,2026-02-01 03:14,FACTORY_D,118.74,43.96,7.23,81.06
196,2026-02-01 03:15,FACTORY_D,,,,
197,2026-02-01 03:16,FACTORY_D,,,,
198,2026-02-01 03:17,FACTORY_D,118.84,43.00,7.13,83.07
199,2026-02-01 03:18,FACTORY_D,,,,
200,2026-02-01 03:19,FACTORY_D,,,,
201,2026-02-01 03:20,FACTORY_D,122.66,45.97,7.19,83.44
202,2026-02-01 03:21,FACTORY_D,,,,
203,2026-02-01 03:22,FACTORY_D,,,,
204,2026-02-01 03:23,FACTORY_D,116.75,46.39,7.24,75.35
205,2026-02-01 03:24,FACTORY_D,,,,
206,2026-02-01 03:25,FACTORY_D,,,,
207,2026-02-01 03:26,FACTORY_D,119.57,45.81,7.16,78.15
208,2026-02-01 03:27,FACTORY_D,,,,
209,2026-02-01 03:28,FACTORY_D,,,,
210,2026-02-01 03:29,FACTORY_D,114.67,45.77,7.19,78.13
211,2026-02-01 03:30,FACTORY_D,,,,
212,2026-02-01 03:31,FACTORY_D,,,,
213,2026-02-01 03:32,FACTORY_D,122.07,43.89,7.17,80.52
214,2026-02-01 03:33,FACTORY_D,,,,
215,2026-02-01 03:34,FACTORY_D,,,,
216,2026-02-01 03:35,FACTORY_D,117.17,45.98,7.18,81.26
217,2026-02-01 03:36,FACTORY_D,,,,
218,2026-02-01 03:37,FACTORY_D,,,,
219,2026-02-01 03:38,FACTORY_D,118.96,44.56,7.13,74.91
220,2026-02-01 03:39,FACTORY_D,,,,
221,2026-02-01 03:40,FACTORY_D,,,,
222,2026-02-01 03:41,FACTORY_D,117.01,46.02,7.19,78.04
223,2026-02-01 03:42,FACTORY_D,,,,
224,2026-02-01 03:43,FACTORY_D,,,,
225,2026-02-01 03:44,FACTORY_D,125.82,46.46,7.19,81.73
226,2026-02-01 03:45,FACTORY_D,,,,
227,2026-02-01 03:46,FACTORY_D,,,,
228,2026-02-01 03:47,FACTORY_D,118.50,45.65,7.16,81.29
229,2026-02-01 03:48,FACTORY_D,,,,
230,2026-02-01 03:49,FACTORY_D,,,,
231,2026-02-01 03:50,FACTORY_D,117.47,45.30,7.28,75.41
232,2026-02-01 03:51,FACTORY_D,,,,
233,2026-02-01 03:52,FACTORY_D,,,,
234,2026-02-01 03:53,FACTORY_D,116.11,47.11,7.26,80.72
235,2026-02-01 03:54,FACTORY_D,,,,
236,2026-02-01 03:55,FACTORY_D,,,,
237,2026-02-01 03:56,FACTORY_D,119.06,45.37,7.15,80.84
238,2026-02-01 03:57,FACTORY_D,,,,
239,2026-02-01 03:58,FACTORY_D,,,,
240,2026-02-01 03:59,FACTORY_D,119.37,44.86,7.20,80.61
241,2026-02-01 04:00,FACTORY_D,,,,
242,2026-02-01 04:01,FACTORY_D,,,,
243,2026-02-01 04:02,FACTORY_D,117.29,43.52,7.18,81.50
244,2026-02-01 04:03,FACTORY_D,,,,
245,2026-02-01 04:04,FACTORY_D,,,,
246,2026-02-01 04:05,FACTORY_D,120.50,45.74,7.23,83.19
247,2026-02-01 04:06,FACTORY_D,,,,
248,2026-02-01 04:07,FACTORY_D,,,,
249,2026-02-01 04:08,FACTORY_D,118.58,43.14,7.28,71.84
250,2026-02-01 04:09,FACTORY_D,,,,
251,2026-02-01 04:10,FACTORY_D,,,,
252,2026-02-01 04:11,FACTORY_D,118.26,48.10,7.22,75.51
253,2026-02-01 04:12,FACTORY_D,,,,
254,2026-02-01 04:13,FACTORY_D,,,,
255,2026-02-01 04:14,FACTORY_D,117.59,43.47,7.24,78.88
256,2026-02-01 04:15,FACTORY_D,,,,
257,2026-02-01 04:16,FACTORY_D,,,,
258,2026-02-01 04:17,FACTORY_D,118.72,48.12,7.15,80.48
259,2026-02-01 04:18,FACTORY_D,,,,
260,2026-02-01 04:19,FACTORY_D,,,,
261,2026-02-01 04:20,FACTORY_D,117.66,44.03,7.24,76.73
262,2026-02-01 04:21,FACTORY_D,,,,
263,2026-02-01 04:22,FACTORY_D,,,,
264,2026-02-01 04:23,FACTORY_D,121.40,45.60,7.26,69.78
265,2026-02-01 04:24,FACTORY_D,,,,
266,2026-02-01 04:25,FACTORY_D,,,,
267,2026-02-01 04:26,FACTORY_D,121.04,44.71,7.20,76.29
268,2026-02-01 04:27,FACTORY_D,,,,
269,2026-02-01 04:28,FACTORY_D,,,,
270,2026-02-01 04:29,FACTORY_D,120.14,44.18,7.23,80.81
271,2026-02-01 04:30,FACTORY_D,,,,
272,2026-02-01 04:31,FACTORY_D,,,,
273,2026-02-01 04:32,FACTORY_D,122.96,46.56,7.09,79.35
274,2026-02-01 04:33,FACTORY_D,,,,
275,2026-02-01 04:34,FACTORY_D,,,,
276,2026-02-01 04:35,FACTORY_D,121.09,45.62,7.09,85.42
277,2026-02-01 04:36,FACTORY_D,,,,
278,2026-02-01 04:37,FACTORY_D,,,,
279,2026-02-01 04:38,FACTORY_D,115.78,48.09,7.30,83.62
280,2026-02-01 04:39,FACTORY_D,,,,
281,2026-02-01 04:40,FACTORY_D,,,,
282,2026-02-01 04:41,FACTORY_D,119.28,45.56,7.19,76.97
283,2026-02-01 04:42,FACTORY_D,,,,
284,2026-02-01 04:43,FACTORY_D,,,,
285,2026-02-01 04:44,FACTORY_D,116.23,45.56,7.24,83.34
286,2026-02-01 04:45,FACTORY_D,,,,
287,2026-02-01 04:46,FACTORY_D,,,,
288,2026-02-01 04:47,FACTORY_D,125.13,44.10,7.25,83.06
289,2026-02-01 04:48,FACTORY_D,,,,
290,2026-02-01 04:49,FACTORY_D,,,,
291,2026-02-01 04:50,FACTORY_D,118.84,44.43,7.15,88.87
292,2026-02-01 04:51,FACTORY_D,,,,
293,2026-02-01 04:52,FACTORY_D,,,,
294,2026-02-01 04:53,FACTORY_D,117.24,46.35,7.16,86.71
295,2026-02-01 04:54,FACTORY_D,,,,
296,2026-02-01 04:55,FACTORY_D,,,,
297,2026-02-01 04:56,FACTORY_D,112.27,44.79,7.24,86.59
298,2026-02-01 04:57,FACTORY_D,,,,
299,2026-02-01 04:58,FACTORY_D,,,,
300,2026-02-01 04:59,FACTORY_D,115.72,44.29,7.12,71.21
301,2026-02-01 05:00,FACTORY_D,,,,
302,2026-02-01 05:01,FACTORY_D,,,,
303,2026-02-01 05:02,FACTORY_D,120.51,42.86,7.22,81.95
304,2026-02-01 05:03,FACTORY_D,,,,
305,2026-02-01 05:04,FACTORY_D,,,,
306,2026-02-01 05:05,FACTORY_D,121.19,46.91,7.26,78.74
307,2026-02-01 05:06,FACTORY_D,,,,
308,2026-02-01 05:07,FACTORY_D,,,,
309,2026-02-01 05:08,FACTORY_D,122.30,44.41,7.25,78.61
310,2026-02-01 05:09,FACTORY_D,,,,
311,2026-02-01 05:10,FACTORY_D,,,,
312,2026-02-01 05:11,FACTORY_D,121.82,43.50,7.31,86.11
313,2026-02-01 05:12,FACTORY_D,,,,
314,2026-02-01 05:13,FACTORY_D,,,,
315,2026-02-01 05:14,FACTORY_D,125.19,46.55,7.19,75.10
316,2026-02-01 05:15,FACTORY_D,,,,
317,2026-02-01 05:16,FACTORY_D,,,,
318,2026-02-01 05:17,FACTORY_D,121.24,44.34,7.15,87.79
319,2026-02-01 05:18,FACTORY_D,,,,
320,2026-02-01 05:19,FACTORY_D,,,,
321,2026-02-01 05:20,FACTORY_D,118.35,46.98,7.25,77.69
322,2026-02-01 05:21,FACTORY_D,,,,
323,2026-02-01 05:22,FACTORY_D,,,,
324,2026-02-01 05:23,FACTORY_D,120.04,46.24,7.13,76.62
325,2026-02-01 05:24,FACTORY_D,,,,
326,2026-02-01 05:25,FACTORY_D,,,,
327,2026-02-01 05:26,FACTORY_D,119.09,43.25,7.14,80.28
328,2026-02-01 05:27,FACTORY_D,,,,
329,2026-02-01 05:28,FACTORY_D,,,,
330,2026-02-01 05:29,FACTORY_D,120.68,45.97,7.16,78.58
331,2026-02-01 05:30,FACTORY_D,,,,
332,2026-02-01 05:31,FACTORY_D,,,,
333,2026-02-01 05:32,FACTORY_D,119.18,46.67,7.20,80.60
334,2026-02-01 05:33,FACTORY_D,,,,
335,2026-02-01 05:34,FACTORY_D,,,,
336,2026-02-01 05:35,FACTORY_D,119.63,44.54,7.18,87.66
337,2026-02-01 05:36,FACTORY_D,,,,
338,2026-02-01 05:37,FACTORY_D,,,,
339,2026-02-01 05:38,FACTORY_D,124.17,45.70,7.14,91.16
340,2026-02-01 05:39,FACTORY_D,,,,
341,2026-02-01 05:40,FACTORY_D,,,,
342,2026-02-01 05:41,FACTORY_D,121.78,45.19,7.17,77.21
343,2026-02-01 05:42,FACTORY_D,,,,
344,2026-02-01 05:43,FACTORY_D,,,,
345,2026-02-01 05:44,FACTORY_D,118.87,43.32,7.18,82.74
346,2026-02-01 05:45,FACTORY_D,,,,
347,2026-02-01 05:46,FACTORY_D,,,,
348,2026-02-01 05:47,FACTORY_D,117.85,45.05,7.27,78.62
349,2026-02-01 05:48,FACTORY_D,,,,
350,2026-02-01 05:49,FACTORY_D,,,,
351,2026-02-01 05:50,FACTORY_D,119.63,44.91,7.16,90.75
352,2026-02-01 05:51,FACTORY_D,,,,
353,2026-02-01 05:52,FACTORY_D,,,,
354,2026-02-01 05:53,FACTORY_D,113.11,46.11,7.16,77.58
355,2026-02-01 05:54,FACTORY_D,,,,
356,2026-02-01 05:55,FACTORY_D,,,,
357,2026-02-01 05:56,FACTORY_D,118.04,46.43,7.24,85.73
358,2026-02-01 05:57,FACTORY_D,,,,
359,2026-02-01 05:58,FACTORY_D,,,,
360,2026-02-01 05:59,FACTORY_D,119.29,44.75,7.20,79.57
361,2026-02-01 06:00,FACTORY_D,,,,
362,2026-02-01 06:01,FACTORY_D,,,,
363,2026-02-01 06:02,FACTORY_D,120.87,45.37,7.26,78.36
364,2026-02-01 06:03,FACTORY_D,,,,
365,2026-02-01 06:04,FACTORY_D,,,,
366,2026-02-01 06:05,FACTORY_D,117.91,47.03,7.16,84.79
367,2026-02-01 06:06,FACTORY_D,,,,
368,2026-02-01 06:07,FACTORY_D,,,,
369,2026-02-01 06:08,FACTORY_D,120.20,44.67,7.20,72.26
370,2026-02-01 06:09,FACTORY_D,,,,
371,2026-02-01 06:10,FACTORY_D,,,,
372,2026-02-01 06:11,FACTORY_D,120.96,45.67,7.26,83.87
373,2026-02-01 06:12,FACTORY_D,,,,
374,2026-02-01 06:13,FACTORY_D,,,,
375,2026-02-01 06:14,FACTORY_D,119.06,44.42,7.24,77.36
376,2026-02-01 06:15,FACTORY_D,,,,
377,2026-02-01 06:16,FACTORY_D,,,,
378,2026-02-01 06:17,FACTORY_D,120.53,43.45,7.21,77.26
379,2026-02-01 06:18,FACTORY_D,,,,
380,2026-02-01 06:19,FACTORY_D,,,,
381,2026-02-01 06:20,FACTORY_D,113.97,43.29,7.25,70.93
382,2026-02-01 06:21,FACTORY_D,,,,
383,2026-02-01 06:22,FACTORY_D,,,,
384,2026-02-01 06:23,FACTORY_D,119.12,43.51,7.16,73.90
385,2026-02-01 06:24,FACTORY_D,,,,
386,2026-02-01 06:25,FACTORY_D,,,,
387,2026-02-01 06:26,FACTORY_D,121.20,47.88,7.27,85.06
388,2026-02-01 06:27,FACTORY_D,,,,
389,2026-02-01 06:28,FACTORY_D,,,,
390,2026-02-01 06:29,FACTORY_D,122.35,47.26,7.23,77.88
391,2026-02-01 06:30,FACTORY_D,,,,
392,2026-02-01 06:31,FACTORY_D,,,,
393,2026-02-01 06:32,FACTORY_D,122.10,45.96,7.17,76.59
394,2026-02-01 06:33,FACTORY_D,,,,
395,2026-02-01 06:34,FACTORY_D,,,,
396,2026-02-01 06:35,FACTORY_D,118.96,46.82,7.20,71.68
397,2026-02-01 06:36,FACTORY_D,,,,
398,2026-02-01 06:37,FACTORY_D,,,,
399,2026-02-01 06:38,FACTORY_D,121.81,44.12,7.26,71.22
400,2026-02-01 06:39,FACTORY_D,,,,
401,2026-02-01 06:40,FACTORY_D,,,,
402,2026-02-01 06:41,FACTORY_D,115.73,45.51,7.14,86.56
403,2026-02-01 06:42,FACTORY_D,,,,
404,2026-02-01 06:43,FACTORY_D,,,,
405,2026-02-01 06:44,FACTORY_D,116.68,45.11,7.23,71.62
406,2026-02-01 06:45,FACTORY_D,,,,
407,2026-02-01 06:46,FACTORY_D,,,,
408,2026-02-01 06:47,FACTORY_D,116.68,44.26,7.22,66.66
409,2026-02-01 06:48,FACTORY_D,,,,
410,2026-02-01 06:49,FACTORY_D,,,,
411,2026-02-01 06:50,FACTORY_D,122.36,42.53,7.22,80.14
412,2026-02-01 06:51,FACTORY_D,,,,
413,2026-02-01 06:52,FACTORY_D,,,,
414,2026-02-01 06:53,FACTORY_D,124.29,44.62,7.17,83.52
415,2026-02-01 06:54,FACTORY_D,,,,
416,2026-02-01 06:55,FACTORY_D,,,,
417,2026-02-01 06:56,FACTORY_D,120.14,44.24,7.21,70.91
418,2026-02-01 06:57,FACTORY_D,,,,
419,2026-02-01 06:58,FACTORY_D,,,,
420,2026-02-01 06:59,FACTORY_D,119.30,44.86,7.10,83.29
421,2026-02-01 07:00,FACTORY_D,,,,
422,2026-02-01 07:01,FACTORY_D,,,,
423,2026-02-01 07:02,FACTORY_D,118.21,44.13,7.10,90.54
424,2026-02-01 07:03,FACTORY_D,,,,
425,2026-02-01 07:04,FACTORY_D,,,,
426,2026-02-01 07:05,FACTORY_D,115.50,43.20,7.18,81.72
427,2026-02-01 07:06,FACTORY_D,,,,
428,2026-02-01 07:07,FACTORY_D,,,,
429,2026-02-01 07:08,FACTORY_D,120.25,43.46,7.07,80.46
430,2026-02-01 07:09,FACTORY_D,,,,
431,2026-02-01 07:10,FACTORY_D,,,,
432,2026-02-01 07:11,FACTORY_D,121.86,45.95,7.15,78.38
433,2026-02-01 07:12,FACTORY_D,,,,
434,2026-02-01 07:13,FACTORY_D,,,,
435,2026-02-01 07:14,FACTORY_D,122.90,44.48,7.24,77.03
436,2026-02-01 07:15,FACTORY_D,,,,
437,2026-02-01 07:16,FACTORY_D,,,,
438,2026-02-01 07:17,FACTORY_D,119.17,49.21,7.25,81.26
439,2026-02-01 07:18,FACTORY_D,,,,
440,2026-02-01 07:19,FACTORY_D,,,,
441,2026-02-01 07:20,FACTORY_D,120.81,48.59,7.29,85.23
442,2026-02-01 07:21,FACTORY_D,,,,
443,2026-02-01 07:22,FACTORY_D,,,,
444,2026-02-01 07:23,FACTORY_D,124.66,41.23,7.26,84.57
445,2026-02-01 07:24,FACTORY_D,,,,
446,2026-02-01 07:25,FACTORY_D,,,,
447,2026-02-01 07:26,FACTORY_D,123.37,45.69,7.18,87.98
448,2026-02-01 07:27,FACTORY_D,,,,
449,2026-02-01 07:28,FACTORY_D,,,,
450,2026-02-01 07:29,FACTORY_D,120.40,45.63,7.20,71.97
451,2026-02-01 07:30,FACTORY_D,,,,
452,2026-02-01 07:31,FACTORY_D,,,,
453,2026-02-01 07:32,FACTORY_D,116.30,43.74,7.09,88.31
454,2026-02-01 07:33,FACTORY_D,,,,
455,2026-02-01 07:34,FACTORY_D,,,,
456,2026-02-01 07:35,FACTORY_D,124.35,46.42,7.19,81.12
457,2026-02-01 07:36,FACTORY_D,,,,
458,2026-02-01 07:37,FACTORY_D,,,,
459,2026-02-01 07:38,FACTORY_D,119.50,42.75,7.29,84.38
460,2026-02-01 07:39,FACTORY_D,,,,
461,2026-02-01 07:40,FACTORY_D,,,,
462,2026-02-01 07:41,FACTORY_D,116.70,46.19,7.22,73.72
463,2026-02-01 07:42,FACTORY_D,,,,
464,2026-02-01 07:43,FACTORY_D,,,,
465,2026-02-01 07:44,FACTORY_D,121.92,44.47,7.17,83.46
466,2026-02-01 07:45,FACTORY_D,,,,
467,2026-02-01 07:46,FACTORY_D,,,,
468,2026-02-01 07:47,FACTORY_D,116.77,42.05,7.23,80.68
469,2026-02-01 07:48,FACTORY_D,,,,
470,2026-02-01 07:49,FACTORY_D,,,,
471,2026-02-01 07:50,FACTORY_D,117.41,42.82,7.28,76.14
472,2026-02-01 07:51,FACTORY_D,,,,
473,2026-02-01 07:52,FACTORY_D,,,,
474,2026-02-01 07:53,FACTORY_D,122.08,45.55,7.27,76.57
475,2026-02-01 07:54,FACTORY_D,,,,
476,2026-02-01 07:55,FACTORY_D,,,,
477,2026-02-01 07:56,FACTORY_D,119.65,46.44,7.24,75.00
478,2026-02-01 07:57,FACTORY_D,,,,
479,2026-02-01 07:58,FACTORY_D,,,,
480,2026-02-01 07:59,FACTORY_D,119.51,44.65,7.05,84.99
481,2026-02-01 08:00,FACTORY_D,,,,
